lead_time,adr,total_nights,total_guests,adr_per_guest,total_of_special_requests,booking_changes,previous_cancellations,days_in_waiting_list,required_car_parking_spaces,is_repeated_guest,room_mismatch,hotel,market_segment,deposit_type,customer_type,meal,arrival_season
95,131.4,6,3,43.800000000000004,1,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
117,131.4,7,2,65.7,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
54,208.41,7,3,69.47,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
125,90.95,1,2,45.475,1,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient-Party,BB,Summer
180,85.5,2,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
412,62.0,2,2,31.0,0,0,0,0,0,0,0,City Hotel,Groups,Non Refund,Transient,BB,Summer
161,109.8,2,2,54.9,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
412,59.0,1,1,59.0,0,0,0,0,0,0,0,City Hotel,Groups,Non Refund,Transient,BB,Summer
179,88.76,3,2,44.38,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
178,88.77,3,2,44.385,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
232,90.9,3,1,90.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
134,109.8,3,2,54.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
35,161.78,4,3,53.92666666666667,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
6,145.9,4,3,48.63333333333333,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
190,67.09,4,3,22.363333333333333,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
179,98.25,4,3,32.75,1,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
23,85.6,4,3,28.53333333333333,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
152,96.3,5,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
157,80.75,7,2,40.375,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
279,80.75,7,2,40.375,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Contract,SC,Summer
54,125.1,1,2,62.55,0,1,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,SC,Summer
31,130.5,1,1,130.5,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
46,125.1,1,2,62.55,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
33,149.4,1,1,149.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
48,168.3,1,3,56.1,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
96,131.4,2,2,65.7,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
142,109.8,2,2,54.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
180,85.5,2,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
163,96.3,2,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
178,117.6,2,3,39.199999999999996,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
139,96.3,2,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
111,262.7,2,4,65.675,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
127,128.7,2,3,42.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
94,131.4,3,2,65.7,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
105,150.3,3,3,50.1,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
152,90.9,3,1,90.9,0,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
148,90.9,3,1,90.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
105,131.4,3,2,65.7,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
179,85.5,3,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
195,174.3,3,4,43.575,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
9,151.67,3,2,75.835,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
19,162.0,3,2,81.0,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
115,131.4,4,2,65.7,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
194,163.2,4,4,40.8,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
148,96.3,4,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
143,85.5,4,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
79,120.6,4,2,60.3,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
193,95.2,4,2,47.6,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
77,147.6,4,3,49.199999999999996,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
143,96.3,4,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
149,85.5,4,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
194,124.95,5,3,41.65,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
162,92.7,5,2,46.35,1,1,0,0,1,0,0,City Hotel,Direct,No Deposit,Transient-Party,BB,Summer
39,165.06,5,2,82.53,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
13,149.0,5,2,74.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
48,133.74,5,2,66.87,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
13,122.0,5,2,61.0,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
162,85.5,5,2,42.75,1,2,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient-Party,BB,Summer
105,72.25,6,2,36.125,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
200,83.58,6,2,41.79,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
187,84.72,9,2,42.36,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
90,135.9,1,2,67.95,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
203,137.7,1,3,45.9,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
162,96.3,1,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
5,139.0,1,2,69.5,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
114,128.7,1,2,64.35,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
142,168.3,1,4,42.075,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
226,96.0,2,2,48.0,0,0,0,0,0,0,0,City Hotel,Groups,Non Refund,Transient,HB,Summer
247,86.63,2,2,43.315,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
176,96.3,2,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
231,94.5,2,2,47.25,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
209,90.0,2,2,45.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
249,86.62,2,4,21.655,1,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
64,143.4,3,2,71.7,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
166,96.3,3,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
127,94.78,3,3,31.593333333333334,2,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
69,162.3,3,3,54.1,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
129,135.9,3,3,45.300000000000004,2,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
56,136.35,2,2,68.175,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
181,85.5,3,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
53,77.04,3,2,38.52,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
52,150.9,3,3,50.300000000000004,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
183,90.95,4,2,45.475,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
162,80.75,4,2,40.375,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
228,80.75,6,2,40.375,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
228,90.95,6,2,45.475,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
18,142.43,7,2,71.215,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
48,127.03,7,2,63.515,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
199,128.7,1,3,42.9,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
47,109.8,1,2,54.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
199,85.5,1,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
52,118.0,1,1,118.0,1,3,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
2,186.0,1,2,93.0,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,HB,Summer
30,104.4,1,1,104.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
12,130.0,2,2,65.0,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
155,86.4,2,2,43.2,0,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
149,85.5,2,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
10,118.0,2,1,118.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
31,218.0,3,3,72.66666666666667,0,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
56,109.8,3,2,54.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
3,159.0,3,2,79.5,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Summer
56,142.2,3,3,47.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
35,171.45,3,3,57.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
14,130.0,3,2,65.0,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
84,159.3,3,3,53.1,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
35,111.83,4,2,55.915,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
22,112.25,4,2,56.125,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
51,123.3,5,2,61.65,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
45,159.8,5,2,79.9,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Summer
23,123.8,5,2,61.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
92,63.75,5,2,31.875,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,SC,Summer
28,115.37,6,2,57.685,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
222,100.58,6,2,50.29,1,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
41,143.55,6,3,47.85,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
34,100.35,6,2,50.175,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
206,99.21,7,2,49.605,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
187,111.35,7,3,37.11666666666667,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
187,96.05,7,2,48.025,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
102,111.7,18,1,111.7,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
99,107.1,2,2,53.55,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
33,103.05,2,2,51.525,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
72,159.3,2,3,53.1,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
103,134.1,2,3,44.699999999999996,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
43,144.9,3,3,48.300000000000004,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
158,96.3,3,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
51,109.8,3,2,54.9,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
138,80.75,3,2,40.375,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Summer
132,96.3,3,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
204,128.7,3,3,42.9,0,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
28,109.33,3,2,54.665,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
28,155.73,3,3,51.91,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
21,140.0,3,2,70.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
48,96.05,3,2,48.025,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Summer
164,96.3,3,2,48.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
139,85.5,3,2,42.75,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Summer
203,90.95,4,2,45.475,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
32,101.03,4,2,50.515,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
207,123.25,4,3,41.083333333333336,1,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
40,111.83,4,2,55.915,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
68,159.3,4,3,53.1,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
65,159.3,4,3,53.1,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
21,124.25,4,2,62.125,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
28,118.15,4,2,59.075,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
215,106.25,4,3,35.416666666666664,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
206,90.95,4,2,45.475,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
42,144.23,4,3,48.07666666666666,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
56,142.2,5,3,47.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
64,148.5,5,3,49.5,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
35,111.42,5,2,55.71,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
35,127.62,5,3,42.54,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
233,90.95,6,2,45.475,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
54,113.05,7,2,56.525,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Summer
57,123.55,11,2,61.775,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
21,107.42,1,3,35.806666666666665,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
19,116.0,2,1,116.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
33,89.1,2,2,44.55,1,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
45,99.0,2,2,49.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
26,122.0,2,2,61.0,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
14,118.0,2,2,59.0,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
48,65.0,2,1,65.0,0,1,0,0,0,0,0,City Hotel,Corporate,No Deposit,Transient,BB,Summer
196,85.5,3,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
53,109.8,3,2,54.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
44,99.0,3,2,49.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
188,116.7,3,3,38.9,0,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
165,138.9,3,3,46.300000000000004,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
7,80.0,3,1,80.0,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
208,85.5,3,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
35,109.8,4,2,54.9,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
29,93.5,4,2,46.75,1,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Summer
48,233.1,4,4,58.275,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
223,90.95,4,2,45.475,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
55,109.8,4,2,54.9,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
28,94.05,4,2,47.025,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
31,99.0,4,2,49.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
36,109.8,4,2,54.9,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
11,118.0,4,2,59.0,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,SC,Summer
50,99.0,4,2,49.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
82,202.5,5,4,50.625,0,2,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
62,111.6,5,2,55.8,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
46,123.3,6,2,61.65,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
171,111.59,7,2,55.795,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
227,92.29,7,2,46.145,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
155,117.42,15,1,117.42,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
221,112.5,1,3,37.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
19,99.2,1,1,99.2,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
22,122.0,1,2,61.0,3,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
179,127.8,2,3,42.6,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
179,111.6,2,3,37.199999999999996,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
18,97.0,2,2,48.5,1,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Summer
70,121.5,2,1,121.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
20,122.0,2,2,61.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
179,103.69,2,2,51.845,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
178,103.69,2,2,51.845,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
69,107.19,3,2,53.595,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
44,157.5,3,2,78.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
157,108.66,3,2,54.33,0,4,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
29,92.4,3,1,92.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
42,157.5,3,2,78.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
156,108.66,3,2,54.33,0,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
55,144.0,3,2,72.0,2,3,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
142,175.65,3,3,58.550000000000004,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Summer
175,112.63,4,2,56.315,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
234,80.75,4,2,40.375,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
256,90.95,4,2,45.475,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
66,120.6,4,2,60.3,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
256,90.95,4,1,90.95,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient-Party,BB,Summer
51,123.3,5,2,61.65,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Summer
223,86.2,12,2,43.1,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Summer
36,126.0,1,3,42.0,1,1,0,0,0,0,1,City Hotel,Online TA,No Deposit,Transient,BB,Fall
419,59.0,1,1,59.0,0,0,0,0,0,0,0,City Hotel,Groups,Non Refund,Transient,BB,Fall
83,112.8,1,2,56.4,0,0,0,0,0,0,0,City Hotel,Offline TA/TO,No Deposit,Transient,BB,Fall
419,62.0,2,2,31.0,0,0,0,0,0,0,0,City Hotel,Groups,Non Refund,Transient,BB,Fall
29,104.5,2,1,104.5,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
28,122.0,2,2,61.0,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
208,96.3,1,2,48.15,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
28,131.0,2,2,65.5,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
57,123.3,3,2,61.65,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
78,122.1,3,2,61.05,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
317,106.2,3,2,53.1,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Contract,BB,Fall
193,108.9,3,2,54.45,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
109,129.6,3,2,64.8,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
47,123.3,3,2,61.65,2,1,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
107,118.8,3,2,59.4,0,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,BB,Fall
93,149.1,3,3,49.699999999999996,2,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
127,143.1,4,2,71.55,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
194,102.85,4,2,51.425,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
51,123.3,4,2,61.65,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
100,129.6,4,2,64.8,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
120,118.8,4,2,59.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
176,150.45,4,3,50.15,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
155,161.1,5,2,80.55,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,HB,Fall
238,94.07,6,2,47.035,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
69,123.98,8,2,61.99,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
37,99.0,1,2,49.5,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
32,198.9,1,4,49.725,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
3,179.0,1,2,89.5,2,0,0,0,0,0,0,City Hotel,Direct,No Deposit,Transient,HB,Fall
50,99.0,1,2,49.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
56,99.0,1,2,49.5,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
34,99.0,1,2,49.5,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
49,142.2,1,3,47.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
0,149.0,1,1,149.0,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
220,85.5,2,2,42.75,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,SC,Fall
50,142.2,2,3,47.4,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
89,135.9,2,2,67.95,0,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
54,123.3,2,2,61.65,1,0,0,0,0,0,0,City Hotel,Online TA,No Deposit,Transient,BB,Fall
